Language name,Alternate language names,Country,Region,Resource Title,Resource URL,Resource type,,,,,,,,
Sisaala,Sisslaa,"Ghana, Burkina Faso",Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1Vo5jhEZ2r-AVskG77-qYk06zAivWg5_j/view?usp=sharing,,,,,,,,,
Gonja,,Ghana,Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1W9_1QEIjuY9_6qWrnfyLhUZvlt06gM3g/view?usp=sharing,,,,,,,,,
Dangbe,"Adaŋgbi, Adamgbe, Dangme",Ghana,Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1WHjcgEMbY1ZwB8LaG_txfyd76cjJWPky/view?usp=sharing,,,,,,,,,
Kyerepong,"Okere, Cherepon, Chiripong",Ghana,Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1WUMUYBNTtCtbm3RBNod0DWFeE6dHyniT/view?usp=sharing,,,,,,,,,
Larteh,,Ghana,Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1WYrQ1bZubPfJ5FHWFvnrNjEGQ44bPymE/view?usp=sharing,,,,,,,,,
Ahanta,Ayinda,Ghana,Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1X33UbqQaLWl3gcJfrE99E9QmElFcZ12G/view?usp=sharing,,,,,,,,,
Bono,"Brong, Abron",Ghana,Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1XeWT_JLnp1xrarBDakVv0F4BNiWR3-SH/view?usp=sharing,,,,,,,,,
Dagbani,"Dagbanli, Dagbanle",Ghana,Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1XRvjhEb3spXHkkWm6Im2FTmTKBYKHhr0/view?usp=sharing,,,,,,,,,
Hausa,هَرْشَن هَوْسَ,"Niger, Nigeria, Ghana, Cameroon, Togo, Benin",Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1XtRTHTAgOwgDjFyhwm0hH22nkPTyKk5S/view?usp=sharing,,,,,,,,,
Dagaare,,"Ghana, Burkina Faso",Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1XXyzD-Rws17Ft8E4HsAQ9PHMHKS_rXOO/view?usp=sharing,,,,,,,,,
Konkomba,Lipakpaln,Ghana,Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1ZbE16glx2zy2A_HKqF8wcIAFYgePDxwx/view?usp=sharing,,,,,,,,,
Gurenɛ,"Frafra, Farefare","Ghana, Burkina Faso",Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1ZkyXZJPNs0q3TOgbCTdgITwtP7kHMlUz/view?usp=sharing,,,,,,,,,
Kusasi,"Kusaal, Qusasi",Ghana,Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1Zp5aPvECB4tMqCc3WhqgnntgrJXHfnSs/view?usp=sharing,,,,,,,,,
Bayot,"Baiot, Baiote, Bayotte","Senegal, Gambia, Guinea-Bissau",Africa,LILIEMA cover your cough multilingual poster,https://drive.google.com/open?id=1_-dG6QPUalT4YacitXfU0iXlndn6QHi2,,,,,,,,,
Farsi ,"فارسی, Persian","Afghanistan, Azerbaijan, Iran, Iraq, Russia, Tajikistan, Uzbekistan",Near East,iACT Facts vs. Myths sheet,https://drive.google.com/open?id=1_Grggm3JhGNEG9W6fGeXYKRqYBpDfxiK,,,,,,,,,
Hindi,हिन्दी,India,South Asia,Louisville Public Health fact sheet,https://drive.google.com/open?id=1_jSgs9inN-9F5xljbOVSkTxRo6c66P6O,,,,,,,,,
Huanca Quechua,"Wanka Quechua, Wanka Nunashimi",Peru,South America,MINSA information poster,https://drive.google.com/open?id=1_mkqjQBdmkP6nPFzahIImWI6ZTjptY8k,,,,,,,,,
Kagayanen,,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1_ZhgkS5hy1TUIaH1yUp--ClCJyiaybYw,,,,,,,,,
Molbog,,"Philippines, Malaysia",Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=10aSJmlzsbdiEbFMn2vWzOASToBwItq9b,,,,,,,,,
Urarina,Itucale,Peru,South America,MINSA hand washing poster,https://drive.google.com/open?id=10PUCuq97k-fnZJL_HynUVr1ZG2lmp0bA,,,,,,,,,
Yogad,,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=10ZnotUQRr1Uj-37hK4LyBI9tgeBRwYR2,,,,,,,,,
Poqomchi',,Guatemala,Mexico-Central America-Caribbean,Informational audio message,https://drive.google.com/open?id=117oW6T0p-zxBL1X4RVj-tkjs2zKefaeS,,,,,,,,,
Sorani,"Central Kurdish, سۆرانی","Iraq, Iran",Near East,iACT information packet,https://drive.google.com/open?id=12L27vYrMAl8DuarcsQmd8XMUJqx4soA3,,,,,,,,,
Kurmanji Kurdish,"Kurmancî, کورمانجی","Iran, Iraq, Syria, Turkey",Near East,iACT community leader suggestions,https://drive.google.com/open?id=12WEFFIqbQNmev3e4pufJUtlaLgj_vfmF,,,,,,,,,
Blaan,,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=12XIfhmrnEebitxSq0UH79r1OuA5SJv1_,,,,,,,,,
Ede Owé Yoruba,,Nigeria,Africa,Volunteer-translated prevention poster,https://drive.google.com/open?id=13_alaHwoO2X3tK9eOKy_1BWsVID8JQM5,,,,,,,,,
Yanesha',"Yaneshac̈h, Yanešač̣, Amuesha",Peru,South America,MINSA information poster,https://drive.google.com/open?id=13byglz-vkw_PMhKPyM7QJnk0B9OSBi8e,,,,,,,,,
Joola Foñi,"kujóolay, Jola-Fonyi, Diola-Fogny, Kujamataak","Senegal, Gambia",Africa,LILIEMA social distancing multilingual poster,https://drive.google.com/open?id=13gLcBelxM8PdZ2IGWbM9xzva0HpfIHl0,,,,,,,,,
Kreol,"Casamance Creole, Kriyol, Lingu Kristoŋ","Senegal, Gambia",Africa,LILIEMA social distancing multilingual poster,https://drive.google.com/open?id=13gLcBelxM8PdZ2IGWbM9xzva0HpfIHl0,,,,,,,,,
Mandeŋ,,"Senegal, Gambia",Africa,LILIEMA social distancing multilingual poster,https://drive.google.com/open?id=13gLcBelxM8PdZ2IGWbM9xzva0HpfIHl0,,,,,,,,,
Wolof,,"Senegal, Gambia, Mauritania",Africa,LILIEMA social distancing multilingual poster,https://drive.google.com/open?id=13gLcBelxM8PdZ2IGWbM9xzva0HpfIHl0,,,,,,,,,
Bainounk Gujaher,"Banyum, Bainunk","Senegal, Guinea-Bissau",Africa,LILIEMA social distancing multilingual poster,https://drive.google.com/open?id=13gLcBelxM8PdZ2IGWbM9xzva0HpfIHl0,,,,,,,,,
Hausa,هَرْشَن هَوْسَ,"Niger, Nigeria, Ghana, Cameroon, Togo, Benin",Africa,Information sheet from Bayero University,https://drive.google.com/open?id=13ThtYzeTf55napEL044YUsjQtuLNnWFw,,,,,,,,,
Tigrinya,ትግርኛ,"Eritrea, Ethiopia",Africa,Info poster from EHPN,https://drive.google.com/open?id=14iS1WfQaIH0Ldno8eOkJT9hjv8_jOkkk,,,,,,,,,
Kankanaey,Kankanai,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=14NnCHYQdrcAZ5dRUqTwY5-wR9te1pZYq,,,,,,,,,
Igbo,,Nigeria,Africa,Information and prevention video,https://drive.google.com/open?id=1-4oSznYoMIsSV1o16ZA7KG7U8FO_ZVga,,,,,,,,,
Bainounk Gubëher,,Senegal,Africa,LILIEMA cover your cough multilingual poster,https://drive.google.com/open?id=14qHsrSPbN78SmlPnEZwSWtetAIPXF0lY,,,,,,,,,
Joola Eegimaa,,"Senegal, Gambia",Africa,LILIEMA cover your cough multilingual poster,https://drive.google.com/open?id=14qHsrSPbN78SmlPnEZwSWtetAIPXF0lY,,,,,,,,,
Joola Kujireray,"Bandial, Banjaal, Elun","Senegal, Gambia",Africa,LILIEMA cover your cough multilingual poster,https://drive.google.com/open?id=14qHsrSPbN78SmlPnEZwSWtetAIPXF0lY,,,,,,,,,
Uzbek,"o‘zbekcha, ўзбекча, اوزبیک تیلی","Uzbekistan, Kyrgyzstan, Tajikistan, Afghanistan, Russia",Europe,Louisville Public Health fact sheet,https://drive.google.com/open?id=14zfwwApTWju2fvF8tfc22Ah9Y6Ad34EM,,,,,,,,,
Philippine Hybrid Hokkien,,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=15jvdNvvuUYYwbT6I983EXOJVVwixlBC-,,,,,,,,,
Farsi ,"فارسی, Persian","Afghanistan, Azerbaijan, Iran, Iraq, Russia, Tajikistan, Uzbekistan",Near East,iACT community leader suggestions,https://drive.google.com/open?id=15L0uVadKL90UpZU8Z_vj3dYTW3xBP9eb,,,,,,,,,
Sorani,"Central Kurdish, سۆرانی","Iraq, Iran",Near East,iACT community leader suggestions,https://drive.google.com/open?id=15Z5S8_1sqNtwN1QF3UtMgaKaBeesVQyj,,,,,,,,,
Bayot,"Baiot, Baiote, Bayotte","Senegal, Gambia, Guinea-Bissau",Africa,LILIEMA social distancing multilingual poster,https://drive.google.com/open?id=169uvnHhFGwgvuex5YkACvGvPNUrFH8Ck,,,,,,,,,
Chuj,Koti',"Guatemala, Mexico",Mexico-Central America-Caribbean,Informational audio message,https://drive.google.com/open?id=16E8rGr8Eyc6JhQTjpmTGIDEb2PQbK20y,,,,,,,,,
Maguindanaon,,Philippines,Southeast Asia,Information and prevention posters,https://drive.google.com/open?id=16kXbJkCIqK9KaHkiOHID3AjoLIhYl3K1,,,,,,,,,
Ibaloi,"Ibaloy, ësël ivadoy",Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=16Qku06bhtXaz0QH_IO2r__g_2j9maB9l,,,,,,,,,
Bayot,"Baiot, Baiote, Bayotte","Senegal, Gambia, Guinea-Bissau",Africa,LILIEMA stay at home multilingual poster,https://drive.google.com/open?id=16zdk-eqvtxoJL0SjA-RLWtkaoJqrNIS4,,,,,,,,,
Waray,,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=176RNW17kBwnIJntR6GLGpe7YyeX3HYwI,,,,,,,,,
Cusco Collao Quechua,"Qusqu Runasimi, Cuzco Quechua",Peru,South America,MINSA hand washing poster,https://drive.google.com/open?id=17bVUmKUUofLL1UbjOtO6R0v3zD2jq6o9,,,,,,,,,
Kalanguya,Kallahan,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=17kMjJuTiEua3sbdb7WX52w3jhA1Ttqqv,,,,,,,,,
Joola Foñi,"kujóolay, Jola-Fonyi, Diola-Fogny, Kujamataak","Senegal, Gambia",Africa,LILIEMA stay at home multilingual poster,https://drive.google.com/open?id=17xhCF8HNw10Mv7kJvOosBqyO7rwLGWo0,,,,,,,,,
Kreol,"Casamance Creole, Kriyol, Lingu Kristoŋ","Senegal, Gambia",Africa,LILIEMA stay at home multilingual poster,https://drive.google.com/open?id=17xhCF8HNw10Mv7kJvOosBqyO7rwLGWo0,,,,,,,,,
Mandeŋ,,"Senegal, Gambia",Africa,LILIEMA stay at home multilingual poster,https://drive.google.com/open?id=17xhCF8HNw10Mv7kJvOosBqyO7rwLGWo0,,,,,,,,,
Wolof,,"Senegal, Gambia, Mauritania",Africa,LILIEMA stay at home multilingual poster,https://drive.google.com/open?id=17xhCF8HNw10Mv7kJvOosBqyO7rwLGWo0,,,,,,,,,
Bainounk Gujaher,"Banyum, Bainunk","Senegal, Guinea-Bissau",Africa,LILIEMA stay at home multilingual poster,https://drive.google.com/open?id=17xhCF8HNw10Mv7kJvOosBqyO7rwLGWo0,,,,,,,,,
Onhan,,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=18_Y2zJLul8Ne8ScvsThXZoWuHHaZwD-z,,,,,,,,,
Kurmanji Kurdish,"Kurmancî, کورمانجی","Iran, Iraq, Syria, Turkey",Near East,iACT Facts vs. Myths sheet,https://drive.google.com/open?id=18a-Zwjqo9jbp_hnqrjlJ6vubia_MvtmR,,,,,,,,,
Bisaya Northern Mindanao,Cebuano Davaoeño,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=18CfMgA7yJIi7Rt5VC1M1dsQCwLeVMcvO,,,,,,,,,
Bainounk Gubëher,,Senegal,Africa,LILIEMA stay at home multilingual poster,https://drive.google.com/open?id=18vEtb52I6vLKfvGVuZBZjpT08mNn3EAg,,,,,,,,,
Joola Eegimaa,,"Senegal, Gambia",Africa,LILIEMA stay at home multilingual poster,https://drive.google.com/open?id=18vEtb52I6vLKfvGVuZBZjpT08mNn3EAg,,,,,,,,,
Joola Kujireray,"Bandial, Banjaal, Elun","Senegal, Gambia",Africa,LILIEMA stay at home multilingual poster,https://drive.google.com/open?id=18vEtb52I6vLKfvGVuZBZjpT08mNn3EAg,,,,,,,,,
S'gaw Karen,"ကညီကျိာ်, Sagaw Kayin",Myanmar,Southeast Asia,iACT information and prevention sheet,https://drive.google.com/open?id=18xkRDb1PrHKtgsZgQQDruo6ESQt3EaAd,,,,,,,,,
Swahili,Kiswahili,"Kenya, Tanzania, Uganda, Burundi, DRC",Africa,Louisville Public Health fact sheet,https://drive.google.com/open?id=1A2dkK5LKXBeWHrOmfl5YPPpqR8yV33yk,,,,,,,,,
Farsi ,"فارسی, Persian","Afghanistan, Azerbaijan, Iran, Iraq, Russia, Tajikistan, Uzbekistan",Near East,iACT suggestions for parents/caregivers,https://drive.google.com/open?id=1aA2uZDAFvfRs2_-gXqem4Q2WIZvp5oDv,,,,,,,,,
Yorùbá,,Nigeria,Africa,Informational video,https://drive.google.com/open?id=1ABx83QZKW-mGWpmF9MhVPUc6IhnlA2sM,,,,,,,,,
Bikol Miraya,,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1Ac6SC7puSUzYTck3e1jW7ugO0obXlObf,,,,,,,,,
Turkish,Türkçe,Turkey,Europe,Louisville Public Health fact sheet,https://drive.google.com/open?id=1afyyVK5WgagRdzZfIONaEfFvJgFnjaq7,,,,,,,,,
Q'anjob'al,,Guatemala,Mexico-Central America-Caribbean,Informational audio message,https://drive.google.com/open?id=1aKSmKXD2eUsk2PiFJ0IaH0r1GkvkN4H5,,,,,,,,,
Ibanag,Ybanag,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1b1LbqVg8Tb2YQO0vRNslf5W6bjzbVHte,,,,,,,,,
Swahili,Kiswahili,"Kenya, Tanzania, Uganda, Burundi, DRC",Africa,iACT suggestions for parents/caregivers,https://drive.google.com/open?id=1b5J8rMkfVp3Jd8b0E6Nb_X5zLzJc9edt,,,,,,,,,
Swahili,Kiswahili,"Kenya, Tanzania, Uganda, Burundi, DRC",Africa,iACT Facts vs. Myths sheet,https://drive.google.com/open?id=1B6tJcs1OSKeu7b-Rbw6NZw6h267XYhO0,,,,,,,,,
Chayahuita,"Shawi, Cahuapana",Peru,South America,MINSA hand washing poster,https://drive.google.com/open?id=1BkYOta2ynAqQ_dJtaKCN1MwyDtDDhaDD,,,,,,,,,
Bainounk Gubëher,,Senegal,Africa,LILIEMA hand washing multilingual poster,https://drive.google.com/open?id=1bMkbNNL7A1OclfnYlctHRKmuRO7vmZEE,,,,,,,,,
Joola Eegimaa,,"Senegal, Gambia",Africa,LILIEMA hand washing multilingual poster,https://drive.google.com/open?id=1bMkbNNL7A1OclfnYlctHRKmuRO7vmZEE,,,,,,,,,
Joola Kujireray,"Bandial, Banjaal, Elun","Senegal, Gambia",Africa,LILIEMA hand washing multilingual poster,https://drive.google.com/open?id=1bMkbNNL7A1OclfnYlctHRKmuRO7vmZEE,,,,,,,,,
Bayot,"Baiot, Baiote, Bayotte","Senegal, Gambia, Guinea-Bissau",Africa,LILIEMA Don't shake hands multilingual poster,https://drive.google.com/open?id=1btsop-r6sZ0vVdVE64pwX7CHC62O7QkL,,,,,,,,,
Porohanon,,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1cEWY7HVnFpwE0N_GvymvF5KRdW1VeC4P,,,,,,,,,
Northern Alta,Edimala,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1CIwAp7WlTHYv7qKucQQjJCRFYHS-6smG,,,,,,,,,
Boholano,"Bisaya Boholano, Binol-anon",Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1CP6Mh-TWqX9EtnUxAUv9mot52B7dtCvj,,,,,,,,,
Itawis,Itawit,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1c-T7SjKYB7OX5kGZOnv26sDxfZZOSwTC,,,,,,,,,
Nafusi,"Infusen Mountain Tamazight, Ažbali, Maziɣ, Mazoɣ",Libya,Africa,Prevention infographic in Arabic script,https://drive.google.com/open?id=1cTLtJB4PEqEiyaXOiH6CJ5e3kIhDwXez,,,,,,,,,
Bainounk Gubëher,,Senegal,Africa,LILIEMA social distancing multilingual poster,https://drive.google.com/open?id=1d9UnOyaAwOY8ShSN16ZBp6WbnMr8XXgL,,,,,,,,,
Joola Eegimaa,,"Senegal, Gambia",Africa,LILIEMA social distancing multilingual poster,https://drive.google.com/open?id=1d9UnOyaAwOY8ShSN16ZBp6WbnMr8XXgL,,,,,,,,,
Joola Kujireray,"Bandial, Banjaal, Elun","Senegal, Gambia",Africa,LILIEMA social distancing multilingual poster,https://drive.google.com/open?id=1d9UnOyaAwOY8ShSN16ZBp6WbnMr8XXgL,,,,,,,,,
Bayot,"Baiot, Baiote, Bayotte","Senegal, Gambia, Guinea-Bissau",Africa,LILIEMA no public gatherings multilingual poster,https://drive.google.com/open?id=1dMA6tf7MSFSWjoh2AgeH3jHfNNLFtEQM,,,,,,,,,
Mëranaw,Maranao,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1dzVEo7XYl9JY0D8YNP0OQQ3CRs0zPKn7,,,,,,,,,
Sorani,"Central Kurdish, سۆرانی","Iraq, Iran",Near East,iACT suggestions for parents/caregivers,https://drive.google.com/open?id=1E8-8x_p9NL1vsMLH6ApZTtKjvF1mLGQI,,,,,,,,,
Swahili,Kiswahili,"Kenya, Tanzania, Uganda, Burundi, DRC",Africa,iACT information packet,https://drive.google.com/open?id=1eEX46SLNOY4q_ERF6OOOWJQJxLtq3jte,,,,,,,,,
Farsi ,"فارسی, Persian","Afghanistan, Azerbaijan, Iran, Iraq, Russia, Tajikistan, Uzbekistan",Near East,iACT information packet,https://drive.google.com/open?id=1EH_1cSzC-8bVoVUqSxdpX_XggFslgd33,,,,,,,,,
Masbateño,Minasbate,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1Epo1AWOoFmU-w9-DbINZCEfeo84ocbJW,,,,,,,,,
Bainounk Gubëher,,Senegal,Africa,LILIEMA COVID-19 is real multilingual poster,https://drive.google.com/open?id=1EUc0kEEfjR8VV7-oOQZ_1mZsCDkqeusM,,,,,,,,,
Joola Eegimaa,,"Senegal, Gambia",Africa,LILIEMA COVID-19 is real multilingual poster,https://drive.google.com/open?id=1EUc0kEEfjR8VV7-oOQZ_1mZsCDkqeusM,,,,,,,,,
Joola Kujireray,"Bandial, Banjaal, Elun","Senegal, Gambia",Africa,LILIEMA COVID-19 is real multilingual poster,https://drive.google.com/open?id=1EUc0kEEfjR8VV7-oOQZ_1mZsCDkqeusM,,,,,,,,,
Filipino Sign Language,"FSL, Wikang pasenyas ng mga Pilipino, Philippine Sign Language",Philippines,Southeast Asia,Prevention and information videos from Language Warriors PH,https://drive.google.com/open?id=1ExnHO0pxKHRdrLr_ya9ARNHEOCH_K1UM,,,,,,,,,
Kirundi,,"Burundi, DRC, Uganda, Tanzania",Africa,iACT information packet,https://drive.google.com/open?id=1fHQOFHSBZDzb8K9_5W2sJm02xEVHQgCi,,,,,,,,,
Mam,,"Guatemala, Mexico",Mexico-Central America-Caribbean,Informational audio message,https://drive.google.com/open?id=1fHXxIMst9buFtdp9FsudeQFN6dx7-nSd,,,,,,,,,
Kirundi,,"Burundi, DRC, Uganda, Tanzania",Africa,iACT Facts vs. Myths sheet,https://drive.google.com/open?id=1geIWi88gfDi6azJt8dT5E3qK8dH8KgCG,,,,,,,,,
Yanyuwa,,Australia,Australia,Prevention measures sheet,https://drive.google.com/open?id=1gFmjGhXubPlrAdqK6UaSzLWlwA9o__J3,,,,,,,,,
Hema,Kihema,DR Congo,Africa,Prevention and information document,https://drive.google.com/open?id=1ggDNJQ6IudX0or5P2yii4It2PqooFStr,,,,,,,,,
Sorani,"Central Kurdish, سۆرانی","Iraq, Iran",Near East,iACT information one-pager,https://drive.google.com/open?id=1gHZDjbDfMQMNgzRwPqFVHPoDXJuc7oTv,,,,,,,,,
Huanca Quechua,"Wanka Quechua, Wanka Nunashimi",Peru,South America,MINSA hand washing poster,https://drive.google.com/open?id=1GqtbrfEucbnKnqRD6FJeRtFdBBRlR73C,,,,,,,,,
Kirundi,,"Burundi, DRC, Uganda, Tanzania",Africa,iACT community leader suggestions,https://drive.google.com/open?id=1gSfpHuceORO5KeuXO6hmpoBuRlQ5Y2KK,,,,,,,,,
Mungkalyon,,Philippines,Southeast Asia,Prevention and information poster,https://drive.google.com/open?id=1gu6PqmJbwKsqAwysM7vDOTSutVUjiIa-,,,,,,,,,
Awakateka,Awakateko,Guatemala,Mexico-Central America-Caribbean,Informational audio message,https://drive.google.com/open?id=1-guWSXquCQGr24uxCkxHmjWDCH0NguTW,,,,,,,,,
Warlpiri,,Australia,Australia,Prevention posters,https://drive.google.com/open?id=1gwIlb5bldoJSIOee117HcjqBDluQ0SzC,,,,,,,,,
Bikol Catandungan,"Virac, Southern Catanduanes Bikol",Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1gWJ16oRjZ4pgBaJCoSZ2q65dNC_wIVPC,,,,,,,,,
Joola Foñi,"kujóolay, Jola-Fonyi, Diola-Fogny, Kujamataak","Senegal, Gambia",Africa,LILIEMA cover your cough multilingual poster,https://drive.google.com/open?id=1H1zfZtc79EC9iVbXLK8tVv5rYuoyF9j1,,,,,,,,,
Kreol,"Casamance Creole, Kriyol, Lingu Kristoŋ","Senegal, Gambia",Africa,LILIEMA cover your cough multilingual poster,https://drive.google.com/open?id=1H1zfZtc79EC9iVbXLK8tVv5rYuoyF9j1,,,,,,,,,
Mandeŋ,,"Senegal, Gambia",Africa,LILIEMA cover your cough multilingual poster,https://drive.google.com/open?id=1H1zfZtc79EC9iVbXLK8tVv5rYuoyF9j1,,,,,,,,,
Wolof,,"Senegal, Gambia, Mauritania",Africa,LILIEMA cover your cough multilingual poster,https://drive.google.com/open?id=1H1zfZtc79EC9iVbXLK8tVv5rYuoyF9j1,,,,,,,,,
Bainounk Gujaher,"Banyum, Bainunk","Senegal, Guinea-Bissau",Africa,LILIEMA cover your cough multilingual poster,https://drive.google.com/open?id=1H1zfZtc79EC9iVbXLK8tVv5rYuoyF9j1,,,,,,,,,
Yakan,,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1hcCTY-iLO8HQ3AmLZlseSHj7J9V2RvSw,,,,,,,,,
Hla'alua,Saaroa,Taiwan,East Asia,Prevention infographic,https://drive.google.com/open?id=1hh01Xq1rZejOh9DEYsEYKDGTp4kzTk-s,,,,,,,,,
Tz'utujil,,Guatemala,Mexico-Central America-Caribbean,Informational audio recording,https://drive.google.com/open?id=1HYQjfOB1IU017Aip47ZJiqbI-SShRUSR,,,,,,,,,
Bisaya Davao,Cebuano Davaoeño,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1iC4hLxO1_DfuTz8wxEfOZdAe9drHYcCG,,,,,,,,,
Calamian Tagbanwa,"Tagbanwa Kalamian, Tinagbanwa",Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1IpUzlx31CKS761K4b_qUXZttoVw-7UrR,,,,,,,,,
Swahili,Kiswahili,"Kenya, Tanzania, Uganda, Burundi, DRC",Africa,iACT community leader suggestions,https://drive.google.com/open?id=1iviUKxTgjo-dvE0yjkV2_pa0b1LbEniU,,,,,,,,,
Bikol Bulusanon,,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1j1u4MVgJXqkKdmeYWFvNGmD6f_1WBOlE,,,,,,,,,
Piro,Yine,Peru,South America,MINSA information poster,https://drive.google.com/open?id=1J60G87DEBOBbJqat2EuMCKrR9ySTgzqE,,,,,,,,,
Tboli,"Tau Bilil, Tagabilil",Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1jdZCqccTpp4fo1lCJ8PDqAz9ga31sSjV,,,,,,,,,
Hausa,هَرْشَن هَوْسَ,"Niger, Nigeria, Ghana, Cameroon, Togo, Benin",Africa,Symptoms poster from Bayero University,https://drive.google.com/open?id=1JEE3MzgAUT42c8sMY-RT2yTap1Qjif4s,,,,,,,,,
Tigrinya,ትግርኛ,"Eritrea, Ethiopia",Africa,Hand-washing video,https://drive.google.com/open?id=1JNOgTz0rtsgdhdjbGrwLUSdMF15GvLdR,,,,,,,,,
